#       i  cr  sl  tb  dcc  spigot  fiber/slb  fibcha/slbcha  subdet  ieta  iphi  depth
 4538641F  25  12   u    0       0          9              5      HE    25    31      3
 45284C20  25  12   u    0       0         10              0      HE    19    32      2
 45385020  25  12   u    0       0         10              1      HE    20    32      3
 4538541F  25  12   u    0       0         10              2      HE    21    31      3
 45385C1F  25  12   u    0       0         10              3      HE    23    31      3
 45285C1F  25  12   u    0       0         10              4      HE    23    31      2
 4528641F  25  12   u    0       0         10              5      HE    25    31      2
 4E2299F0  25  12   u    0       0         11              0 CALIB_HE     1    31      0
 4E2299F1  25  12   u    0       0         11              1 CALIB_HE     1    31      1
 4E2299F2  25  12   u    0       0         11              2 CALIB_HE     1    31      2
 4E2299F3  25  12   u    0       0         11              3 CALIB_HE     1    31      3
 4E2299F4  25  12   u    0       0         11              4 CALIB_HE     1    31      4
 4E2299F5  25  12   u    0       0         11              5 CALIB_HE     1    31      5
 45284C21  25  12   u    0       0         13              0      HE    19    33      2
 45385021  25  12   u    0       0         13              1      HE    20    33      3
 45385421  25  12   u    0       0         13              2      HE    21    33      3
 45385C21  25  12   u    0       0         13              3      HE    23    33      3
 45285C21  25  12   u    0       0         13              4      HE    23    33      2
 45286421  25  12   u    0       0         13              5      HE    25    33      2
 45685C21  25  12   u    0       0         14              0      HE    23    33      6
 45585C21  25  12   u    0       0         14              1      HE    23    33      5
 45586421  25  12   u    0       0         14              2      HE    25    33      5
 45686421  25  12   u    0       0         14              3      HE    25    33      6
 45384C21  25  12   u    0       0         14              4      HE    19    33      3
 45386421  25  12   u    0       0         14              5      HE    25    33      3
 45584C21  25  12   u    0       0         15              0      HE    19    33      5
 45486421  25  12   u    0       0         15              1      HE    25    33      4
 45685021  25  12   u    0       0         15              2      HE    20    33      6
 45585021  25  12   u    0       0         15              3      HE    20    33      5
 45585421  25  12   u    0       0         15              4      HE    21    33      5
 45685421  25  12   u    0       0         15              5      HE    21    33      6
 45184C21  25  12   u    0       0         16              0      HE    19    33      1
 45185021  25  12   u    0       0         16              1      HE    20    33      1
 45185421  25  12   u    0       0         16              2      HE    21    33      1
 45185C21  25  12   u    0       0         16              3      HE    23    33      1
 45484C21  25  12   u    0       0         16              4      HE    19    33      4
