#       i  cr  sl  tb  dcc  spigot  fiber/slb  fibcha/slbcha  subdet  ieta  iphi  depth
 47480C0B   3  16   b   25       7          5              0      HO     3    11      4
 47480C0C   3  16   b   25       7          5              1      HO     3    12      4
 4748080B   3  16   b   25       7          5              2      HO     2    11      4
 4748040C   3  16   b   25       7          6              0      HO     1    12      4
 4748080C   3  16   b   25       7          6              1      HO     2    12      4
 4740080C   3  16   b   25       7          6              2      HO    -2    12      4
 4748040B   3  16   b   25       7          7              0      HO     1    11      4
 4740080B   3  16   b   25       7          7              1      HO    -2    11      4
 4E24020C   3  16   b   25       7          7              2     HOX    -4    12   -999
 4E240790   3  16   b   25       7          8              0     HOX   -15    16   -999
 4E24078F   3  16   b   25       7          8              1     HOX   -15    15   -999
 4E24078E   3  16   b   25       7          8              2     HOX   -15    14   -999
 47481C0F   3  17   t   25       8          1              0      HO     7    15      4
 47481C0E   3  17   t   25       8          1              1      HO     7    14      4
 47481C10   3  17   t   25       8          1              2      HO     7    16      4
 47481810   3  17   t   25       8          2              0      HO     6    16      4
 4748180F   3  17   t   25       8          2              1      HO     6    15      4
 4748180E   3  17   t   25       8          2              2      HO     6    14      4
 4748140F   3  17   t   25       8          3              0      HO     5    15      4
 4748140E   3  17   t   25       8          3              1      HO     5    14      4
 47481410   3  17   t   25       8          3              2      HO     5    16      4
 4748100F   3  17   t   25       8          4              0      HO     4    15      4
 4E240A10   3  17   t   25       8          4              1     HOX     4    16   -999
 47481010   3  17   t   25       8          4              2      HO     4    16      4
 4748100D   3  17   t   25       8          5              0      HO     4    13      4
 4E240A0E   3  17   t   25       8          5              1     HOX     4    14   -999
 4748100E   3  17   t   25       8          5              2      HO     4    14      4
 4748100B   3  17   t   25       8          6              0      HO     4    11      4
 4E240A0C   3  17   t   25       8          6              1     HOX     4    12   -999
 4748100C   3  17   t   25       8          6              2      HO     4    12      4
 47400C10   3  17   t   25       8          7              0      HO    -3    16      4
 47400410   3  17   t   25       8          7              1      HO    -1    16      4
 47401010   3  17   t   25       8          7              2      HO    -4    16      4
 4740040F   3  17   t   25       8          8              0      HO    -1    15      4
 47400C0F   3  17   t   25       8          8              1      HO    -3    15      4
 4740100F   3  17   t   25       8          8              2      HO    -4    15      4
 47481C0C   3  17   b   25       9          1              0      HO     7    12      4
 47481C0B   3  17   b   25       9          1              1      HO     7    11      4
 47481C0D   3  17   b   25       9          1              2      HO     7    13      4
 4748180D   3  17   b   25       9          2              0      HO     6    13      4
 4748180C   3  17   b   25       9          2              1      HO     6    12      4
 4748180B   3  17   b   25       9          2              2      HO     6    11      4
 4748140C   3  17   b   25       9          3              0      HO     5    12      4
 4748140B   3  17   b   25       9          3              1      HO     5    11      4
