New HCAL QIETypes set
#             eta             phi             dep             det    value      DetId
               11              37               4              HO               0   47482C25
               12              37               4              HO               0   47483025
               13              37               4              HO               0   47483425
               14              37               4              HO               0   47483825
               15              37               4              HO               0   47483C25
                1              38               4              HO               0   47480426
                2              38               4              HO               0   47480826
                3              38               4              HO               0   47480C26
                4              38               4              HO               0   47481026
                5              38               4              HO               0   47481426
                6              38               4              HO               0   47481826
                7              38               4              HO               0   47481C26
                8              38               4              HO               0   47482026
                9              38               4              HO               0   47482426
               10              38               4              HO               0   47482826
               11              38               4              HO               0   47482C26
               12              38               4              HO               0   47483026
               13              38               4              HO               0   47483426
               14              38               4              HO               0   47483826
               15              38               4              HO               0   47483C26
                1              39               4              HO               0   47480427
                2              39               4              HO               0   47480827
                3              39               4              HO               0   47480C27
                4              39               4              HO               0   47481027
                5              39               4              HO               0   47481427
                6              39               4              HO               0   47481827
                7              39               4              HO               0   47481C27
                8              39               4              HO               0   47482027
                9              39               4              HO               0   47482427
               10              39               4              HO               0   47482827
               11              39               4              HO               0   47482C27
               12              39               4              HO               0   47483027
               13              39               4              HO               0   47483427
               14              39               4              HO               0   47483827
               15              39               4              HO               0   47483C27
                1              40               4              HO               0   47480428
                2              40               4              HO               0   47480828
                3              40               4              HO               0   47480C28
                4              40               4              HO               0   47481028
                5              40               4              HO               0   47481428
                6              40               4              HO               0   47481828
                7              40               4              HO               0   47481C28
                8              40               4              HO               0   47482028
                9              40               4              HO               0   47482428
               10              40               4              HO               0   47482828
               11              40               4              HO               0   47482C28
               12              40               4              HO               0   47483028
               13              40               4              HO               0   47483428
               14              40               4              HO               0   47483828
               15              40               4              HO               0   47483C28
                1              41               4              HO               0   47480429
                2              41               4              HO               0   47480829
                3              41               4              HO               0   47480C29
                4              41               4              HO               0   47481029
                5              41               4              HO               0   47481429
                6              41               4              HO               0   47481829
                7              41               4              HO               0   47481C29
                8              41               4              HO               0   47482029
                9              41               4              HO               0   47482429
               10              41               4              HO               0   47482829
               11              41               4              HO               0   47482C29
               12              41               4              HO               0   47483029
               13              41               4              HO               0   47483429
               14              41               4              HO               0   47483829
               15              41               4              HO               0   47483C29
                1              42               4              HO               0   4748042A
                2              42               4              HO               0   4748082A
                3              42               4              HO               0   47480C2A
                4              42               4              HO               0   4748102A
                5              42               4              HO               0   4748142A
                6              42               4              HO               0   4748182A
                7              42               4              HO               0   47481C2A
                8              42               4              HO               0   4748202A
                9              42               4              HO               0   4748242A
               10              42               4              HO               0   4748282A
               11              42               4              HO               0   47482C2A
               12              42               4              HO               0   4748302A
               13              42               4              HO               0   4748342A
               14              42               4              HO               0   4748382A
               15              42               4              HO               0   47483C2A
                1              43               4              HO               0   4748042B
                2              43               4              HO               0   4748082B
                3              43               4              HO               0   47480C2B
                4              43               4              HO               0   4748102B
                5              43               4              HO               0   4748142B
                6              43               4              HO               0   4748182B
                7              43               4              HO               0   47481C2B
                8              43               4              HO               0   4748202B
                9              43               4              HO               0   4748242B
               10              43               4              HO               0   4748282B
               11              43               4              HO               0   47482C2B
               12              43               4              HO               0   4748302B
               13              43               4              HO               0   4748342B
               14              43               4              HO               0   4748382B
               15              43               4              HO               0   47483C2B
                1              44               4              HO               0   4748042C
                2              44               4              HO               0   4748082C
                3              44               4              HO               0   47480C2C
                4              44               4              HO               0   4748102C
                5              44               4              HO               0   4748142C
                6              44               4              HO               0   4748182C
                7              44               4              HO               0   47481C2C
                8              44               4              HO               0   4748202C
                9              44               4              HO               0   4748242C
               10              44               4              HO               0   4748282C
               11              44               4              HO               0   47482C2C
               12              44               4              HO               0   4748302C
               13              44               4              HO               0   4748342C
               14              44               4              HO               0   4748382C
               15              44               4              HO               0   47483C2C
                1              45               4              HO               0   4748042D
                2              45               4              HO               0   4748082D
                3              45               4              HO               0   47480C2D
                4              45               4              HO               0   4748102D
                5              45               4              HO               0   4748142D
                6              45               4              HO               0   4748182D
                7              45               4              HO               0   47481C2D
                8              45               4              HO               0   4748202D
                9              45               4              HO               0   4748242D
               10              45               4              HO               0   4748282D
               11              45               4              HO               0   47482C2D
               12              45               4              HO               0   4748302D
               13              45               4              HO               0   4748342D
               14              45               4              HO               0   4748382D
               15              45               4              HO               0   47483C2D
                1              46               4              HO               0   4748042E
                2              46               4              HO               0   4748082E
                3              46               4              HO               0   47480C2E
                4              46               4              HO               0   4748102E
                5              46               4              HO               0   4748142E
                6              46               4              HO               0   4748182E
                7              46               4              HO               0   47481C2E
                8              46               4              HO               0   4748202E
                9              46               4              HO               0   4748242E
               10              46               4              HO               0   4748282E
               11              46               4              HO               0   47482C2E
               12              46               4              HO               0   4748302E
               13              46               4              HO               0   4748342E
               14              46               4              HO               0   4748382E
               15              46               4              HO               0   47483C2E
                1              47               4              HO               0   4748042F
                2              47               4              HO               0   4748082F
                3              47               4              HO               0   47480C2F
                4              47               4              HO               0   4748102F
                5              47               4              HO               0   4748142F
                6              47               4              HO               0   4748182F
                7              47               4              HO               0   47481C2F
                8              47               4              HO               0   4748202F
                9              47               4              HO               0   4748242F
               10              47               4              HO               0   4748282F
               11              47               4              HO               0   47482C2F
               12              47               4              HO               0   4748302F
               13              47               4              HO               0   4748342F
               14              47               4              HO               0   4748382F
               15              47               4              HO               0   47483C2F
                1              48               4              HO               0   47480430
                2              48               4              HO               0   47480830
                3              48               4              HO               0   47480C30
                4              48               4              HO               0   47481030
                5              48               4              HO               0   47481430
                6              48               4              HO               0   47481830
                7              48               4              HO               0   47481C30
                8              48               4              HO               0   47482030
                9              48               4              HO               0   47482430
               10              48               4              HO               0   47482830
               11              48               4              HO               0   47482C30
               12              48               4              HO               0   47483030
               13              48               4              HO               0   47483430
               14              48               4              HO               0   47483830
               15              48               4              HO               0   47483C30
                1              49               4              HO               0   47480431
                2              49               4              HO               0   47480831
                3              49               4              HO               0   47480C31
                4              49               4              HO               0   47481031
                5              49               4              HO               0   47481431
                6              49               4              HO               0   47481831
                7              49               4              HO               0   47481C31
                8              49               4              HO               0   47482031
                9              49               4              HO               0   47482431
               10              49               4              HO               0   47482831
               11              49               4              HO               0   47482C31
               12              49               4              HO               0   47483031
               13              49               4              HO               0   47483431
               14              49               4              HO               0   47483831
               15              49               4              HO               0   47483C31
                1              50               4              HO               0   47480432
                2              50               4              HO               0   47480832
                3              50               4              HO               0   47480C32
                4              50               4              HO               0   47481032
                5              50               4              HO               0   47481432
                6              50               4              HO               0   47481832
                7              50               4              HO               0   47481C32
                8              50               4              HO               0   47482032
                9              50               4              HO               0   47482432
               10              50               4              HO               0   47482832
               11              50               4              HO               0   47482C32
               12              50               4              HO               0   47483032
               13              50               4              HO               0   47483432
               14              50               4              HO               0   47483832
               15              50               4              HO               0   47483C32
                1              51               4              HO               0   47480433
                2              51               4              HO               0   47480833
                3              51               4              HO               0   47480C33
                4              51               4              HO               0   47481033
                5              51               4              HO               0   47481433
                6              51               4              HO               0   47481833
                7              51               4              HO               0   47481C33
                8              51               4              HO               0   47482033
                9              51               4              HO               0   47482433
               10              51               4              HO               0   47482833
               11              51               4              HO               0   47482C33
               12              51               4              HO               0   47483033
               13              51               4              HO               0   47483433
               14              51               4              HO               0   47483833
               15              51               4              HO               0   47483C33
                1              52               4              HO               0   47480434
                2              52               4              HO               0   47480834
                3              52               4              HO               0   47480C34
                4              52               4              HO               0   47481034
                5              52               4              HO               0   47481434
                6              52               4              HO               0   47481834
                7              52               4              HO               0   47481C34
                8              52               4              HO               0   47482034
                9              52               4              HO               0   47482434
               10              52               4              HO               0   47482834
               11              52               4              HO               0   47482C34
               12              52               4              HO               0   47483034
               13              52               4              HO               0   47483434
               14              52               4              HO               0   47483834
               15              52               4              HO               0   47483C34
                1              53               4              HO               0   47480435
                2              53               4              HO               0   47480835
                3              53               4              HO               0   47480C35
                4              53               4              HO               0   47481035
                5              53               4              HO               0   47481435
                6              53               4              HO               0   47481835
                7              53               4              HO               0   47481C35
                8              53               4              HO               0   47482035
                9              53               4              HO               0   47482435
               10              53               4              HO               0   47482835
               11              53               4              HO               0   47482C35
               12              53               4              HO               0   47483035
               13              53               4              HO               0   47483435
               14              53               4              HO               0   47483835
               15              53               4              HO               0   47483C35
                1              54               4              HO               0   47480436
                2              54               4              HO               0   47480836
                3              54               4              HO               0   47480C36
                4              54               4              HO               0   47481036
                5              54               4              HO               0   47481436
                6              54               4              HO               0   47481836
                7              54               4              HO               0   47481C36
                8              54               4              HO               0   47482036
                9              54               4              HO               0   47482436
               10              54               4              HO               0   47482836
               11              54               4              HO               0   47482C36
               12              54               4              HO               0   47483036
               13              54               4              HO               0   47483436
               14              54               4              HO               0   47483836
               15              54               4              HO               0   47483C36
                1              55               4              HO               0   47480437
                2              55               4              HO               0   47480837
                3              55               4              HO               0   47480C37
                4              55               4              HO               0   47481037
                5              55               4              HO               0   47481437
                6              55               4              HO               0   47481837
                7              55               4              HO               0   47481C37
                8              55               4              HO               0   47482037
                9              55               4              HO               0   47482437
               10              55               4              HO               0   47482837
               11              55               4              HO               0   47482C37
               12              55               4              HO               0   47483037
               13              55               4              HO               0   47483437
               14              55               4              HO               0   47483837
               15              55               4              HO               0   47483C37
                1              56               4              HO               0   47480438
                2              56               4              HO               0   47480838
                3              56               4              HO               0   47480C38
                4              56               4              HO               0   47481038
                5              56               4              HO               0   47481438
                6              56               4              HO               0   47481838
                7              56               4              HO               0   47481C38
                8              56               4              HO               0   47482038
                9              56               4              HO               0   47482438
               10              56               4              HO               0   47482838
               11              56               4              HO               0   47482C38
               12              56               4              HO               0   47483038
               13              56               4              HO               0   47483438
               14              56               4              HO               0   47483838
               15              56               4              HO               0   47483C38
                1              57               4              HO               0   47480439
                2              57               4              HO               0   47480839
                3              57               4              HO               0   47480C39
                4              57               4              HO               0   47481039
                5              57               4              HO               0   47481439
                6              57               4              HO               0   47481839
                7              57               4              HO               0   47481C39
                8              57               4              HO               0   47482039
                9              57               4              HO               0   47482439
               10              57               4              HO               0   47482839
               11              57               4              HO               0   47482C39
               12              57               4              HO               0   47483039
               13              57               4              HO               0   47483439
               14              57               4              HO               0   47483839
               15              57               4              HO               0   47483C39
                1              58               4              HO               0   4748043A
                2              58               4              HO               0   4748083A
                3              58               4              HO               0   47480C3A
                4              58               4              HO               0   4748103A
                5              58               4              HO               0   4748143A
                6              58               4              HO               0   4748183A
                7              58               4              HO               0   47481C3A
                8              58               4              HO               0   4748203A
                9              58               4              HO               0   4748243A
               10              58               4              HO               0   4748283A
               11              58               4              HO               0   47482C3A
               12              58               4              HO               0   4748303A
               13              58               4              HO               0   4748343A
               14              58               4              HO               0   4748383A
               15              58               4              HO               0   47483C3A
                1              59               4              HO               0   4748043B
                2              59               4              HO               0   4748083B
                3              59               4              HO               0   47480C3B
                4              59               4              HO               0   4748103B
                5              59               4              HO               0   4748143B
                6              59               4              HO               0   4748183B
                7              59               4              HO               0   47481C3B
                8              59               4              HO               0   4748203B
                9              59               4              HO               0   4748243B
               10              59               4              HO               0   4748283B
               11              59               4              HO               0   47482C3B
               12              59               4              HO               0   4748303B
               13              59               4              HO               0   4748343B
               14              59               4              HO               0   4748383B
               15              59               4              HO               0   47483C3B
                1              60               4              HO               0   4748043C
                2              60               4              HO               0   4748083C
                3              60               4              HO               0   47480C3C
                4              60               4              HO               0   4748103C
                5              60               4              HO               0   4748143C
                6              60               4              HO               0   4748183C
                7              60               4              HO               0   47481C3C
                8              60               4              HO               0   4748203C
                9              60               4              HO               0   4748243C
               10              60               4              HO               0   4748283C
               11              60               4              HO               0   47482C3C
               12              60               4              HO               0   4748303C
               13              60               4              HO               0   4748343C
               14              60               4              HO               0   4748383C
               15              60               4              HO               0   47483C3C
                1              61               4              HO               0   4748043D
                2              61               4              HO               0   4748083D
                3              61               4              HO               0   47480C3D
                4              61               4              HO               0   4748103D
                5              61               4              HO               0   4748143D
                6              61               4              HO               0   4748183D
                7              61               4              HO               0   47481C3D
                8              61               4              HO               0   4748203D
                9              61               4              HO               0   4748243D
               10              61               4              HO               0   4748283D
               11              61               4              HO               0   47482C3D
               12              61               4              HO               0   4748303D
               13              61               4              HO               0   4748343D
               14              61               4              HO               0   4748383D
               15              61               4              HO               0   47483C3D
                1              62               4              HO               0   4748043E
                2              62               4              HO               0   4748083E
                3              62               4              HO               0   47480C3E
                4              62               4              HO               0   4748103E
                5              62               4              HO               0   4748143E
                6              62               4              HO               0   4748183E
                7              62               4              HO               0   47481C3E
                8              62               4              HO               0   4748203E
                9              62               4              HO               0   4748243E
               10              62               4              HO               0   4748283E
               11              62               4              HO               0   47482C3E
               12              62               4              HO               0   4748303E
               13              62               4              HO               0   4748343E
               14              62               4              HO               0   4748383E
               15              62               4              HO               0   47483C3E
                1              63               4              HO               0   4748043F
                2              63               4              HO               0   4748083F
                3              63               4              HO               0   47480C3F
                4              63               4              HO               0   4748103F
                5              63               4              HO               0   4748143F
                6              63               4              HO               0   4748183F
                7              63               4              HO               0   47481C3F
                8              63               4              HO               0   4748203F
                9              63               4              HO               0   4748243F
               10              63               4              HO               0   4748283F
               11              63               4              HO               0   47482C3F
               12              63               4              HO               0   4748303F
               13              63               4              HO               0   4748343F
               14              63               4              HO               0   4748383F
               15              63               4              HO               0   47483C3F
                1              64               4              HO               0   47480440
                2              64               4              HO               0   47480840
                3              64               4              HO               0   47480C40
                4              64               4              HO               0   47481040
                5              64               4              HO               0   47481440
                6              64               4              HO               0   47481840
                7              64               4              HO               0   47481C40
                8              64               4              HO               0   47482040
                9              64               4              HO               0   47482440
               10              64               4              HO               0   47482840
               11              64               4              HO               0   47482C40
               12              64               4              HO               0   47483040
               13              64               4              HO               0   47483440
               14              64               4              HO               0   47483840
               15              64               4              HO               0   47483C40
                1              65               4              HO               0   47480441
                2              65               4              HO               0   47480841
                3              65               4              HO               0   47480C41
                4              65               4              HO               0   47481041
                5              65               4              HO               0   47481441
                6              65               4              HO               0   47481841
                7              65               4              HO               0   47481C41
                8              65               4              HO               0   47482041
                9              65               4              HO               0   47482441
               10              65               4              HO               0   47482841
               11              65               4              HO               0   47482C41
               12              65               4              HO               0   47483041
               13              65               4              HO               0   47483441
               14              65               4              HO               0   47483841
               15              65               4              HO               0   47483C41
                1              66               4              HO               0   47480442
                2              66               4              HO               0   47480842
                3              66               4              HO               0   47480C42
                4              66               4              HO               0   47481042
                5              66               4              HO               0   47481442
                6              66               4              HO               0   47481842
                7              66               4              HO               0   47481C42
                8              66               4              HO               0   47482042
                9              66               4              HO               0   47482442
               10              66               4              HO               0   47482842
               11              66               4              HO               0   47482C42
               12              66               4              HO               0   47483042
               13              66               4              HO               0   47483442
               14              66               4              HO               0   47483842
               15              66               4              HO               0   47483C42
                1              67               4              HO               0   47480443
                2              67               4              HO               0   47480843
                3              67               4              HO               0   47480C43
                4              67               4              HO               0   47481043
                5              67               4              HO               0   47481443
                6              67               4              HO               0   47481843
                7              67               4              HO               0   47481C43
                8              67               4              HO               0   47482043
                9              67               4              HO               0   47482443
               10              67               4              HO               0   47482843
               11              67               4              HO               0   47482C43
               12              67               4              HO               0   47483043
               13              67               4              HO               0   47483443
               14              67               4              HO               0   47483843
               15              67               4              HO               0   47483C43
                1              68               4              HO               0   47480444
                2              68               4              HO               0   47480844
                3              68               4              HO               0   47480C44
                4              68               4              HO               0   47481044
                5              68               4              HO               0   47481444
                6              68               4              HO               0   47481844
                7              68               4              HO               0   47481C44
                8              68               4              HO               0   47482044
                9              68               4              HO               0   47482444
               10              68               4              HO               0   47482844
               11              68               4              HO               0   47482C44
               12              68               4              HO               0   47483044
               13              68               4              HO               0   47483444
               14              68               4              HO               0   47483844
               15              68               4              HO               0   47483C44
                1              69               4              HO               0   47480445
                2              69               4              HO               0   47480845
                3              69               4              HO               0   47480C45
                4              69               4              HO               0   47481045
                5              69               4              HO               0   47481445
                6              69               4              HO               0   47481845
                7              69               4              HO               0   47481C45
                8              69               4              HO               0   47482045
                9              69               4              HO               0   47482445
               10              69               4              HO               0   47482845
               11              69               4              HO               0   47482C45
               12              69               4              HO               0   47483045
               13              69               4              HO               0   47483445
               14              69               4              HO               0   47483845
